count,Menu-Category,Translation
996,Agregados,aggregates
997,Especial Rolls,Special rolls
998,Especial Rolls,Special rolls
999,Especial Rolls,Special rolls
1000,Agregados,aggregates
1001,Para Acompañar,to accompany
1002,Rolls Tempura,Tempura Rolls
1003,Para Disfrutar,to enjoy
1004,Especial Rolls,Special rolls
1005,Hosomaki,hosomaki
1006,Nigiri,nigiri
1007,Nigiri,nigiri
1008,Nigiri,nigiri
1009,Nigiri,nigiri
1010,Nigiri,nigiri
1011,Nigiri,nigiri
1012,Especial Rolls,Special rolls
1013,Rolls Tempura,Tempura Rolls
1014,Extras,extras
1015,Agregados,aggregates
1016,Para Disfrutar,to enjoy
1017,Agregados,aggregates
1018,Especial Rolls,Special rolls
1019,Especial Rolls,Special rolls
1020,Ceviche,ceviche
1021,Especial Rolls,Special rolls
1022,Hosomaki,hosomaki
1023,Especial Rolls,Special rolls
1024,Agregados,aggregates
1025,Extras,extras
1026,Extras,extras
1027,Extras,extras
1028,Extras,extras
1029,Sashimi,sashimi
1030,Sashimi,sashimi
1031,Sashimi,sashimi
1032,Especial Rolls,Special rolls
1033,Rolls Nikkei,nikkei rolls
1034,Extras,extras
1035,Hosomaki,hosomaki
1036,Especial Rolls,Special rolls
1037,Hosomaki,hosomaki
1038,Especial Rolls,Special rolls
1039,Hosomaki,hosomaki
1040,Para Empezar,to begin with
1041,Para Empezar,to begin with
1042,Para Empezar,to begin with
1043,Hosomaki,hosomaki
1044,Para Empezar,to begin with
1045,Especial Rolls,Special rolls
1046,Rolls Nikkei,nikkei rolls
1047,Para Continuar,to continue
1048,Para Continuar,to continue
1049,Para Continuar,to continue
1050,Rolls Nikkei,nikkei rolls
1051,Para Continuar,to continue
1052,Rolls Tempura,Tempura Rolls
1053,Especial Rolls,Special rolls
1054,Rolls Tempura,Tempura Rolls
1055,Para Disfrutar,to enjoy
1056,Especial Rolls,Special rolls
1057,Rolls Nikkei,nikkei rolls
1058,Extras,extras
1059,Para Acompañar,to accompany
1060,Para Continuar,to continue
1061,Para Continuar,to continue
1062,Para Empezar,to begin with
1063,Promo Jueves,Promo Thursday
1064,Promo Martes,Promo Tuesday
1065,Sugerencias,suggestions
1066,Sugerencias,suggestions
1067,Hosomaki,hosomaki
1068,Sugerencias,suggestions
1069,Sugerencias,suggestions
1070,Especial Rolls,Special rolls
1071,Especial Rolls,Special rolls
1072,Especial Rolls,Special rolls
1073,Para empezar,to begin with
1074,Promo Lunes,Promo Monday
1075,Rolls,rolls
1076,Rolls Tempura,Tempura Rolls
1077,Promo Lunes,Promo Monday
1078,Rolls,rolls
1079,Promo Lunes,Promo Monday
1080,Rolls,rolls
1081,Promo Lunes,Promo Monday
1082,Rolls Tempura,Tempura Rolls
1083,Promo Lunes,Promo Monday
1084,Rolls,rolls
1085,Promo Lunes,Promo Monday
1086,Rolls,rolls
1087,Rolls,rolls
1088,Promo Lunes,Promo Monday
1089,Rolls,rolls
1090,Promo Lunes,Promo Monday
1091,Rolls,rolls
1092,Promo Lunes,Promo Monday
1093,Rolls,rolls
1094,Promo Lunes,Promo Monday
1095,Rolls,rolls
1096,Promo Lunes,Promo Monday
1097,Rolls Tempura,Tempura Rolls
1098,Promo Lunes,Promo Monday
1099,Rolls,rolls
1100,Promo Lunes,Promo Monday
1101,Rolls,rolls
1102,Rolls Nikkei,nikkei rolls
1103,Rolls Nikkei,nikkei rolls
1104,Rolls Nikkei,nikkei rolls
1105,Especial Rolls,Special rolls
1106,Chirashis,chirashis
1107,Rolls Nikkei,nikkei rolls
1108,Hosomaki,hosomaki
1109,Especial Rolls,Special rolls
1110,Hosomaki,hosomaki
1111,Especial Rolls,Special rolls
1112,Para continuar,to continue
1113,Especial Rolls,Special rolls
1114,Promo Lunes,Promo Monday
1115,Rolls Tempura,Tempura Rolls
1116,Para acompañar,to accompany
1117,Para empezar,to begin with
1118,Para empezar,to begin with
1119,Extras,extras
1120,Especial Rolls,Special rolls
1121,Especial Rolls,Special rolls
1122,Para continuar,to continue
1123,Especial Rolls,Special rolls
1124,Para acompañar,to accompany
1125,Promo Lunes,Promo Monday
1126,Rolls Tempura,Tempura Rolls
1127,Especial Rolls,Special rolls
1128,Rolls Nikkei,nikkei rolls
1129,Hosomaki,hosomaki
1130,Para beber,to drink
1131,Para empezar,to begin with
1132,Especial Rolls,Special rolls
1133,Promo Lunes,Promo Monday
1134,Rolls Tempura,Tempura Rolls
1135,Extras,extras
1136,Para empezar,to begin with
1137,Para empezar,to begin with
1138,Especial Rolls,Special rolls
1139,Agregados,aggregates
1140,Especial Rolls,Special rolls
1141,Especial Rolls,Special rolls
1142,Rolls Nikkei,nikkei rolls
1143,Hosomaki,hosomaki
1144,Especial Rolls,Special rolls
1145,Extras,extras
1146,Sashimi,sashimi
1147,Sashimi,sashimi
1148,Sashimi,sashimi
1149,Sashimi,sashimi
1150,Especial Rolls,Special rolls
1151,Rolls Nikkei,nikkei rolls
1152,Hosomaki,hosomaki
1153,Especial Rolls,Special rolls
1154,Hosomaki,hosomaki
1155,Especial Rolls,Special rolls
1156,Hosomaki,hosomaki
1157,Para empezar,to begin with
1158,Para empezar,to begin with
1159,Para empezar,to begin with
1160,Hosomaki,hosomaki
1161,Para empezar,to begin with
1162,Especial Rolls,Special rolls
1163,Rolls Nikkei,nikkei rolls
1164,Para continuar,to continue
1165,Para continuar,to continue
1166,Para continuar,to continue
1167,Rolls Nikkei,nikkei rolls
1168,Para continuar,to continue
1169,Rolls Tempura,Tempura Rolls
1170,Especial Rolls,Special rolls
1171,Promo Lunes,Promo Monday
1172,Rolls Tempura,Tempura Rolls
1173,Especial Rolls,Special rolls
1174,Rolls Nikkei,nikkei rolls
1175,Extras,extras
1176,Para acompañar,to accompany
1177,Para acompañar,to accompany
1178,Para continuar,to continue
1179,Para continuar,to continue
1180,Para empezar,to begin with
1181,Sugerencias,suggestions
1182,Sugerencias,suggestions
1183,Hosomaki,hosomaki
1184,Sugerencias,suggestions
1185,Sugerencias,suggestions
1186,Especial Rolls,Special rolls
1187,Especial Rolls,Special rolls
1188,Especial Rolls,Special rolls
1189,Para Continuar,to continue
1190,Rolls California,california rolls
1191,Rolls,rolls
1192,Promo Sábado,Promo Saturday
1193,Rolls California,california rolls
1194,Rolls California,california rolls
1195,Los Más Pedidos,Most Orders
1196,Promo Sábado,Promo Saturday
1197,Rolls Tempura,Tempura Rolls
1198,Rolls,rolls
1199,Rolls California,california rolls
1200,Rolls,rolls
1201,Rolls,rolls
1202,Rolls California,california rolls
1203,Rolls,rolls
1204,Rolls Nikkei,nikkei rolls
1205,Rolls California,california rolls
1206,Rolls,rolls
1207,Rolls California,california rolls
1208,Rolls,rolls
1209,Rolls,rolls
1210,Rolls California,california rolls
1211,Rolls,rolls
1212,Los Más Pedidos,Most Orders
1213,Promo Sábado,Promo Saturday
1214,Rolls Tempura,Tempura Rolls
1215,Rolls California,california rolls
1216,Rolls,rolls
1217,Rolls California,california rolls
1218,Rolls,rolls
1219,Rolls California,california rolls
1220,Agregados,aggregates
1221,Ceviche,ceviche
1222,Agregados,aggregates
1223,Rolls Nikkei,nikkei rolls
1224,Ceviche,ceviche
1225,Rolls Nikkei,nikkei rolls
1226,Ceviche,ceviche
1227,Rolls Nikkei,nikkei rolls
1228,Especial Rolls,Special rolls
1229,Chirashis,chirashis
1230,Para Disfrutar,to enjoy
1231,Rolls Nikkei,nikkei rolls
1232,Hosomaki,hosomaki
1233,Especial Rolls,Special rolls
1234,Los Más Pedidos,Most Orders
1235,Hosomaki,hosomaki
1236,Especial Rolls,Special rolls
1237,Especial Rolls,Special rolls
1238,Promo Sábado,Promo Saturday
1239,Para Acompañar,to accompany
1240,Rolls Nikkei,nikkei rolls
1241,Para Empezar,to begin with
1242,Para Empezar,to begin with
1243,Para Empezar,to begin with
1244,Para Empezar,to begin with
1245,Para Empezar,to begin with
1246,Para Empezar,to begin with
1247,Rolls Nikkei,nikkei rolls
1248,Para Continuar,to continue
1249,Extras,extras
1250,Agregados,aggregates
1251,Especial Rolls,Special rolls
1252,Especial Rolls,Special rolls
1253,Especial Rolls,Special rolls
1254,Agregados,aggregates
1255,Para Acompañar,to accompany
1256,Promo Sábado,Promo Saturday
1257,Rolls Tempura,Tempura Rolls
1258,Para Disfrutar,to enjoy
1259,Especial Rolls,Special rolls
1260,Hosomaki,hosomaki
1261,Nigiri,nigiri
1262,Nigiri,nigiri
1263,Nigiri,nigiri
1264,Nigiri,nigiri
1265,Nigiri,nigiri
1266,Nigiri,nigiri
1267,Especial Rolls,Special rolls
1268,Promo Sábado,Promo Saturday
1269,Rolls Tempura,Tempura Rolls
1270,Extras,extras
1271,Agregados,aggregates
1272,Para Disfrutar,to enjoy
1273,Agregados,aggregates
1274,Especial Rolls,Special rolls
1275,Especial Rolls,Special rolls
1276,Ceviche,ceviche
1277,Especial Rolls,Special rolls
1278,Hosomaki,hosomaki
1279,Especial Rolls,Special rolls
1280,Agregados,aggregates
1281,Extras,extras
1282,Extras,extras
1283,Extras,extras
1284,Extras,extras
1285,Sashimi,sashimi
1286,Sashimi,sashimi
1287,Sashimi,sashimi
1288,Especial Rolls,Special rolls
1289,Rolls Nikkei,nikkei rolls
1290,Extras,extras
1291,Hosomaki,hosomaki
1292,Especial Rolls,Special rolls
1293,Hosomaki,hosomaki
1294,Especial Rolls,Special rolls
1295,Hosomaki,hosomaki
1296,Para Empezar,to begin with
1297,Para Empezar,to begin with
1298,Para Empezar,to begin with
1299,Hosomaki,hosomaki
1300,Para Empezar,to begin with
1301,Especial Rolls,Special rolls
1302,Rolls Nikkei,nikkei rolls
1303,Para Continuar,to continue
1304,Para Continuar,to continue
1305,Para Continuar,to continue
1306,Rolls Nikkei,nikkei rolls
1307,Para Continuar,to continue
1308,Especial Rolls,Special rolls
1309,Los Más Pedidos,Most Orders
1310,Promo Sábado,Promo Saturday
1311,Rolls Tempura,Tempura Rolls
1312,Promo Sábado,Promo Saturday
1313,Para Disfrutar,to enjoy
1314,Especial Rolls,Special rolls
1315,Rolls Nikkei,nikkei rolls
1316,Extras,extras
1317,Para Acompañar,to accompany
1318,Para Continuar,to continue
1319,Para Continuar,to continue
1320,Para Empezar,to begin with
1321,Sugerencias,suggestions
1322,Sugerencias,suggestions
1323,Hosomaki,hosomaki
1324,Sugerencias,suggestions
1325,Sugerencias,suggestions
1326,Especial Rolls,Special rolls
1327,Especial Rolls,Special rolls
1328,Especial Rolls,Special rolls
1329,Para Continuar,to continue
1330,Rolls California,california rolls
1331,Rolls,rolls
1332,Promo Sábado,Promo Saturday
1333,Rolls California,california rolls
1334,Rolls California,california rolls
1335,Los Más Pedidos,Most Orders
1336,Promo Sábado,Promo Saturday
1337,Rolls Tempura,Tempura Rolls
1338,Rolls,rolls
1339,Rolls California,california rolls
1340,Rolls,rolls
1341,Rolls,rolls
1342,Rolls California,california rolls
1343,Rolls,rolls
1344,Rolls Nikkei,nikkei rolls
1345,Rolls California,california rolls
1346,Rolls,rolls
1347,Rolls California,california rolls
1348,Rolls,rolls
1349,Rolls,rolls
1350,Rolls California,california rolls
1351,Rolls,rolls
1352,Los Más Pedidos,Most Orders
1353,Promo Sábado,Promo Saturday
1354,Rolls Tempura,Tempura Rolls
1355,Los Más Pedidos,Most Orders
1356,Rolls California,california rolls
1357,Rolls,rolls
1358,Rolls California,california rolls
1359,Rolls,rolls
1360,Rolls California,california rolls
1361,Agregados,aggregates
1362,Ceviche,ceviche
1363,Agregados,aggregates
1364,Rolls Nikkei,nikkei rolls
1365,Ceviche,ceviche
1366,Rolls Nikkei,nikkei rolls
1367,Ceviche,ceviche
1368,Rolls Nikkei,nikkei rolls
1369,Especial Rolls,Special rolls
1370,Chirashis,chirashis
1371,Para Disfrutar,to enjoy
1372,Rolls Nikkei,nikkei rolls
1373,Hosomaki,hosomaki
1374,Especial Rolls,Special rolls
1375,Hosomaki,hosomaki
1376,Especial Rolls,Special rolls
1377,Especial Rolls,Special rolls
1378,Promo Sábado,Promo Saturday
1379,Para Acompañar,to accompany
1380,Rolls Nikkei,nikkei rolls
1381,Para Empezar,to begin with
1382,Para Empezar,to begin with
1383,Para Empezar,to begin with
1384,Para Empezar,to begin with
1385,Para Empezar,to begin with
1386,Para Empezar,to begin with
1387,Rolls Nikkei,nikkei rolls
1388,Para Continuar,to continue
1389,Extras,extras
1390,Agregados,aggregates
1391,Especial Rolls,Special rolls
1392,Especial Rolls,Special rolls
1393,Especial Rolls,Special rolls
1394,Agregados,aggregates
1395,Para Acompañar,to accompany
1396,Promo Sábado,Promo Saturday
1397,Rolls Tempura,Tempura Rolls
1398,Para Disfrutar,to enjoy
1399,Especial Rolls,Special rolls
1400,Hosomaki,hosomaki
1401,Nigiri,nigiri
1402,Nigiri,nigiri
1403,Nigiri,nigiri
1404,Nigiri,nigiri
1405,Nigiri,nigiri
1406,Nigiri,nigiri
1407,Especial Rolls,Special rolls
1408,Promo Sábado,Promo Saturday
1409,Rolls Tempura,Tempura Rolls
1410,Extras,extras
1411,Agregados,aggregates
1412,Para Disfrutar,to enjoy
1413,Agregados,aggregates
1414,Especial Rolls,Special rolls
1415,Especial Rolls,Special rolls
1416,Ceviche,ceviche
1417,Especial Rolls,Special rolls
1418,Hosomaki,hosomaki
1419,Especial Rolls,Special rolls
1420,Agregados,aggregates
1421,Extras,extras
1422,Extras,extras
1423,Extras,extras
1424,Extras,extras
1425,Los Más Pedidos,Most Orders
1426,Sashimi,sashimi
1427,Sashimi,sashimi
1428,Sashimi,sashimi
1429,Especial Rolls,Special rolls
1430,Rolls Nikkei,nikkei rolls
1431,Extras,extras
1432,Hosomaki,hosomaki
1433,Especial Rolls,Special rolls
1434,Hosomaki,hosomaki
1435,Especial Rolls,Special rolls
1436,Hosomaki,hosomaki
1437,Para Empezar,to begin with
1438,Para Empezar,to begin with
1439,Para Empezar,to begin with
1440,Hosomaki,hosomaki
1441,Para Empezar,to begin with
1442,Especial Rolls,Special rolls
1443,Los Más Pedidos,Most Orders
1444,Rolls Nikkei,nikkei rolls
1445,Para Continuar,to continue
1446,Para Continuar,to continue
1447,Para Continuar,to continue
1448,Rolls Nikkei,nikkei rolls
1449,Para Continuar,to continue
1450,Especial Rolls,Special rolls
1451,Promo Sábado,Promo Saturday
1452,Rolls Tempura,Tempura Rolls
1453,Promo Sábado,Promo Saturday
1454,Para Disfrutar,to enjoy
1455,Especial Rolls,Special rolls
1456,Rolls Nikkei,nikkei rolls
1457,Extras,extras
1458,Para Acompañar,to accompany
1459,Para Continuar,to continue
1460,Para Continuar,to continue
1461,Para Empezar,to begin with
1462,Sugerencias,suggestions
1463,Sugerencias,suggestions
1464,Hosomaki,hosomaki
1465,Sugerencias,suggestions
1466,Sugerencias,suggestions
1467,Especial Rolls,Special rolls
1468,Especial Rolls,Special rolls
1469,Especial Rolls,Special rolls
1470,Para Continuar,to continue
1471,Rolls California,california rolls
1472,Rolls,rolls
1473,Promo Sábado,Promo Saturday
1474,Rolls California,california rolls
1475,Rolls California,california rolls
1476,Los Más Pedidos,Most Orders
1477,Promo Sábado,Promo Saturday
1478,Rolls Tempura,Tempura Rolls
1479,Rolls,rolls
1480,Rolls California,california rolls
1481,Rolls,rolls
1482,Rolls,rolls
1483,Rolls California,california rolls
1484,Rolls,rolls
1485,Rolls Nikkei,nikkei rolls
1486,Rolls California,california rolls
1487,Rolls,rolls
1488,Rolls California,california rolls
1489,Rolls,rolls
1490,Rolls,rolls
1491,Rolls California,california rolls
1492,Rolls,rolls
1493,Los Más Pedidos,Most Orders
1494,Promo Sábado,Promo Saturday
1495,Rolls Tempura,Tempura Rolls
1496,Rolls California,california rolls
1497,Rolls,rolls
1498,Rolls California,california rolls
1499,Rolls,rolls
1500,Rolls California,california rolls
1501,Agregados,aggregates
1502,Ceviche,ceviche
1503,Agregados,aggregates
1504,Rolls Nikkei,nikkei rolls
1505,Ceviche,ceviche
1506,Rolls Nikkei,nikkei rolls
1507,Ceviche,ceviche
1508,Rolls Nikkei,nikkei rolls
1509,Especial Rolls,Special rolls
1510,Chirashis,chirashis
1511,Para Disfrutar,to enjoy
1512,Rolls Nikkei,nikkei rolls
1513,Hosomaki,hosomaki
1514,Especial Rolls,Special rolls
1515,Hosomaki,hosomaki
1516,Especial Rolls,Special rolls
1517,Especial Rolls,Special rolls
1518,Promo Sábado,Promo Saturday
1519,Para Acompañar,to accompany
1520,Rolls Nikkei,nikkei rolls
1521,Para Empezar,to begin with
1522,Para Empezar,to begin with
1523,Para Empezar,to begin with
1524,Para Empezar,to begin with
1525,Para Empezar,to begin with
1526,Para Empezar,to begin with
1527,Rolls Nikkei,nikkei rolls
1528,Para Continuar,to continue
1529,Extras,extras
1530,Agregados,aggregates
1531,Especial Rolls,Special rolls
1532,Especial Rolls,Special rolls
1533,Especial Rolls,Special rolls
1534,Agregados,aggregates
1535,Para Acompañar,to accompany
1536,Promo Sábado,Promo Saturday
1537,Rolls Tempura,Tempura Rolls
1538,Para Disfrutar,to enjoy
1539,Especial Rolls,Special rolls
1540,Hosomaki,hosomaki
1541,Nigiri,nigiri
1542,Nigiri,nigiri
1543,Nigiri,nigiri
1544,Nigiri,nigiri
1545,Nigiri,nigiri
1546,Nigiri,nigiri
1547,Especial Rolls,Special rolls
1548,Promo Sábado,Promo Saturday
1549,Rolls Tempura,Tempura Rolls
1550,Extras,extras
1551,Agregados,aggregates
1552,Para Disfrutar,to enjoy
1553,Agregados,aggregates
1554,Especial Rolls,Special rolls
1555,Especial Rolls,Special rolls
1556,Ceviche,ceviche
1557,Especial Rolls,Special rolls
1558,Hosomaki,hosomaki
1559,Especial Rolls,Special rolls
1560,Agregados,aggregates
1561,Extras,extras
1562,Extras,extras
1563,Extras,extras
1564,Extras,extras
1565,Sashimi,sashimi
1566,Sashimi,sashimi
1567,Sashimi,sashimi
1568,Especial Rolls,Special rolls
1569,Rolls Nikkei,nikkei rolls
1570,Extras,extras
1571,Hosomaki,hosomaki
1572,Especial Rolls,Special rolls
1573,Los Más Pedidos,Most Orders
1574,Hosomaki,hosomaki
1575,Especial Rolls,Special rolls
1576,Hosomaki,hosomaki
1577,Para Empezar,to begin with
1578,Para Empezar,to begin with
1579,Para Empezar,to begin with
1580,Hosomaki,hosomaki
1581,Para Empezar,to begin with
1582,Especial Rolls,Special rolls
1583,Los Más Pedidos,Most Orders
1584,Rolls Nikkei,nikkei rolls
1585,Para Continuar,to continue
1586,Para Continuar,to continue
1587,Para Continuar,to continue
1588,Rolls Nikkei,nikkei rolls
1589,Para Continuar,to continue
1590,Especial Rolls,Special rolls
1591,Los Más Pedidos,Most Orders
