Count,Original_menu,Oriignal_prod,Menu_Cat_Tran,Prod_Tran,Variant,Masterdish,flag,Cuisine,cuisine_flag,Subcuisine,subcuisine_flag,Subcategory,subcategory_flag,Ingredient
198,Boissons chaudes et froides,Thé maison à la menthe et à l'anis étoilée,hot and cold drinks,house tea with mint and star anise, mint and star anise,house tea,0,non-alcoholic beverages,0,tea,0,hot beverages,1,,,
199,Nos plats de poissons,Brochet,Our fish dishes,pike,,fish dishes,0,italian,0,seafood dish,1,,,fish,mustard,coriander
200,Nos plats de poissons,Calamar,Our fish dishes,squid,,fish dishes,0,italian,0,seafood dish,0,,,fish,squid,mustard
201,Nos plats de poissons,Chien de mer,Our fish dishes,dogfish,,fish dishes,0,italian,0,seafood dish,1,,,fish,mustard,coriander
202,Boissons,Coca-cola,beverages,coca cola,,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
203,Nos plats de poissons,Crevette blanche,Our fish dishes,white shrimp,,white shrimp,0,,,seafood dish,0,,,shrimp,fish,cornstarch
204,Nos plats de poissons,Crevette moyenne,Our fish dishes,Medium shrimp, medium,fish dishes,0,italian,0,seafood dish,0,,,shrimp,fish,mustard
205,Nos plats de poissons,Crevette royale,Our fish dishes,prawn,,fish dishes,0,italian,0,seafood dish,0,,,fish,prawn,mustard
206,Nos plats de poissons,Dorade,Our fish dishes,Dorade,,fish dishes,0,italian,0,seafood dish,1,,,fish,mustard,coriander
207,Boissons,Eau gazeuse,beverages,sparkling water,,sparkling water,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
208,Boissons,Eau minérale,beverages,mineral water,,minerale water,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
209,Nos plats de poissons,Espadon,Our fish dishes,swordfish,,fish dishes,0,italian,0,seafood dish,1,,,fish,swordfish,mustard
210,Desserts,Flan Caramel,desserts,caramel flan,,caramel flan,0,dessert,0,flan,0,dessert,0,,,
211,Desserts,Fruits,desserts,fruits,,fruit,0,dessert,0,dessert,0,dessert,0,,,
212,Entrées,Hors d'oeuvre variés,entries,out of varied work,,varied work,0,american,0,other american dish,1,starter,1,black pepper,bulgur,currant
213,Boissons,Jus citron,beverages,lemon juice,,lemon juice,0,non-alcoholic beverages,0,juice,0,cold beverages,1,lemon,lemon jello,
214,Boissons,Jus orange,beverages,orange juice,,orange juice,0,non-alcoholic beverages,0,juice,0,cold beverages,1,orange,orange juice,black pepper
215,Nos plats de poissons,Loup de mer,Our fish dishes,sea â€‹â€‹bass,,fish dishes,0,italian,0,seafood dish,1,,,fish,mustard,coriander
216,Nos plats de poissons,Maquereau,Our fish dishes,mackerel,,fish dishes,0,italian,0,seafood dish,1,,,fish,mustard,coriander
217,Nos plats de poissons,Merlan,Our fish dishes,whiting,,fish dishes,0,italian,0,seafood dish,1,,,fish,mustard,coriander
218,Nos plats de poissons,Pageot,Our fish dishes,pandora,,fish dishes,0,italian,0,seafood dish,1,,,fish,mustard,coriander
219,Nos plats de poissons,Rascasse,Our fish dishes,scorpion fish,,scorpion fish,0,,,,,,,fish,basil,lemon juice
220,Nos plats de poissons,Rouget,Our fish dishes,red mullet,,red mullet,0,italian,0,other italian dish,1,,,fish,anchovy fillets,bread crumbs
221,Desserts,Salade de fruits,desserts,fruit salad,,fruit salad,0,american,0,salad,1,salad,1,fruit,blueberry,peach
222,Entrées,Salade de poulpe,entries,octopus salad,,salad octopus,0,italian,0,salad,1,salad,1,octopus,arugula,bay leaf
223,Entrées,Soupe de poisson,entries,fish soup,,fish soup,0,vietnamese,0,soup,0,soup,1,fish,red snapper,squid
224,Nos viandes,Blanquette de veau,our meats,veal stew,,veal stew,0,american,0,steak dish,0,,,veal,celery seed,beef broth
225,Nos viandes,Boeuf bourguignon,our meats,Beef bourguignon,,beef bourguignon,0,,,beef dish,0,,,beef,bay leaf,burgundy wine
226,Nos entrées,Bourek,Our starters,bourek,,bourek,0,italian,0,other italian dish,1,starter,1,black pepper,cinnamon,ground lamb
227,Nos volailles,Brochette de poulet,our poultry,chicken kebab,,chicken kebab,0,indian,0,north indian dish,0,starter,1,chicken,poultry,
228,Nos viandes,Brochettes de boeuf,our meats,beef skewers,,skewers beef,0,italian,0,beef dish,0,,,beef,steak sauce,barbecue sauce
229,Nos viandes,Butterfly Burger,our meats,Butterfly Burger,,butterfly burger,0,american,0,american dish,1,fast food,1,,,
230,Nos entrées,Butterfly Salade césar,Our starters,butterfly Caesar salad,,salad caesar,1,western,1,salad,1,salad,1,black pepper,dijon mustard,romaine lettuce
231,Café gourmand,Café chocolaté,Gourmet coffee,Chocolate coffee,,coffee,1,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
232,Boissons chaudes,Café noir ,hot drinks,black coffee,,black coffee,0,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
233,Café gourmand,Café viennois,Gourmet coffee,Viennese coffee,,viennese coffee,0,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
234,Café gourmand,Capuccino,Gourmet coffee,capuccino,,cappuccino,0,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
235,Nos entrées,Chicken wings,Our starters,chicken wings,,chicken wings,0,Italian,0,chicken dish,0,starter,1,chicken,black pepper,oregano
236,Café gourmand,Chocolat chaud,Gourmet coffee,hot chocolate,,hot chocolate,0,non-alcoholic beverages,0,hot chocolate,0,hot beverages,1,,,
237,Boissons fraîches,Cocktail de fruits,Cold drinks,fruit cocktail,,fruit cocktail,0,alcoholic beverages,0,cocktail,0,alcoholic beverages,0,,,
238,Boissons fraîches,Cola,Cold drinks,cola,,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
239,Nos entrées,Croustillant de camembert,Our starters,Crispy Camembert,,crispy,1,,,,,starter,1,onions,,
240,Nos volailles,Cuisse de poulet d'Esosse,our poultry,Chicken thigh Esosse,,chicken thighs,1,american,0,chicken dish,0,,,chicken,poultry,
241,Desserts,Cupcake,desserts,Cupcake,,cupcake,0,dessert,0,cake,0,dessert,0,,,
242,Boissons fraîches,Eau mineral,Cold drinks,mineral water,,minerale water,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
243,Nos viandes,Entrecôte de boeuf grillée,our meats,Grilled beef steak,,beef steak grilled,0,american,0,steak dish,0,,,beef,steak,coconut milk
244,Nos volailles,Escalope de poulet à la milanaise,our poultry,Chicken cutlet Milanese,,chicken milanese,1,,,chicken dish,0,,,chicken,poultry,bread crumbs
245,Boissons fraîches,Fanta,Cold drinks,fanta,,fanta,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
246,Nos viandes,Filet de boeuf grillé,our meats,grilled beef fillet,,grilled beef fillet,0,indian,0,beef dish,0,,,beef,cheese sauce,
247,Desserts,Fondant au chocolat,desserts,chocolate fondant,,chocolate fondant,0,dessert,0,dessert,0,dessert,0,,,
248,Desserts,Gâteaux du jour,desserts,Cake of the day,,cake,1,dessert,0,cake,0,dessert,0,,,
249,Boissons fraîches,Jus d'orange pressé,Cold drinks,orange juice,,orange juice,0,non-alcoholic beverages,0,juice,0,cold beverages,1,orange,orange juice,black pepper
250,Boissons fraîches,Jus de citron pressé,Cold drinks,squeezed lemon juice,,lemon juice,1,non-alcoholic beverages,0,juice,0,cold beverages,1,lemon,lemon jello,
251,Pâtes et gratins,Lasagne de boeuf,Pasta and gratins,Beef Lasagne,,beef lasagna,0,italian,0,pasta,0,main course,1,beef,cheddar cheese,cream cheese
252,Boissons fraîches,Milkshake choco-banane,Cold drinks,Chocolate Banana Milkshake,,chocolate milkshake,1,non-alcoholic beverages,0,milkshake,0,cold beverages,1,,,
253,Boissons fraîches,Minute Maid,Cold drinks,Minute Maid,,minute maid,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
254,Nos viandes,Mixed grille,our meats,Mixed grill,,mixed grilled,0,american,0,grilled dish,0,,,eggplant,yellow bell pepper,red onions
255,Desserts,Mousse au chocolat,desserts,chocolate mousse,,chocolate mousse,0,dessert,0,dessert,0,dessert,0,,,
256,Nos entrées,Nems de poulet,Our starters,chicken spring rolls,,spring rolls,1,japanese,0,other japanese dish,1,fast food,1,chicken,bean sprouts,black pepper
257,Nos entrées,Omelette au fromage,Our starters,cheese omelet,,omelet cheese,0,american,0,american dish,1,fast food,1,cheese,cottage cheese,broccoli
258,Nos entrées,Omelette aux fines herbes,Our starters,omelette with herbs,,omelette herbs,0,american,0,american dish,1,fast food,1,black pepper,goat cheese,marjoram
259,Nos volailles,Poulet à l'indienne,our poultry,Indian chicken,,chicken indian,1,,,chicken dish,0,,,chicken,poultry,fenugreek
260,Nos volailles,Poulet pojarski,our poultry,Chicken Pozharsky,,chicken pozharsky,0,,,chicken dish,0,,,chicken,poultry,bacon grease
261,Pâtes et gratins,Ravioli au fromage,Pasta and gratins,Cheese Ravioli,,cheese ravioli,0,italian,0,pasta,0,starter,1,cheese,black pepper,cheese ravioli
262,Pâtes et gratins,Ravioli sauce au pesto,Pasta and gratins,ravioli with pesto sauce,,ravioli pesto sauce,0,italian,0,soup and sauce,0,starter,1,pesto,basil,parmesan cheese
263,Pâtes et gratins,Ravioli sauce tomate,Pasta and gratins,Ravioli with tomato sauce,,tomato sauce,1,italian,0,pasta,0,starter,1,tomato,red pepper flakes,basil
264,Nos volailles,Roulade de volaille farcie,our poultry,Roulade stuffed poultry,,roulade stuffing,0,,,,,,,poultry,olives,muenster cheese
265,Nos entrées,Salade de poulpe,Our starters,octopus salad,,salad octopus,0,italian,0,salad,1,salad,1,octopus,arugula,bay leaf
266,Nos entrées,Salade nicoise,Our starters,Nicoise salad,,salad nicoise,0,italian,0,salad,1,salad,1,olives,cilantro,coriander
267,Nos entrées,Soupe de poisson,Our starters,fish soup,,fish soup,0,vietnamese,0,soup,0,soup,1,fish,red snapper,squid
268,Nos entrées,Soupe harira,Our starters,harira soup,,harira soup,0,vietnamese,0,soup,0,soup,1,celery,chickpeas,cinnamon
269,Pâtes et gratins,Spaghetti bolognaise,Pasta and gratins,Spaghetti Bolognese,,spaghetti bolognese,0,italian,0,pasta,1,main course,1,mushroom,pasta,basil
270,Boissons fraîches,Sprite,Cold drinks,sprite,,sprite,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
271,Pâtes et gratins,Tagliatelles sauce au saumon fumé,Pasta and gratins,tagliatelle with smoked salmon sauce,,smoked salmon,1,italian,0,smoked dish,0,main course,1,salmon,cucumber,lettuce
272,Nos entrées,Tartare d'avocat au saumon fumé,Our starters,avocado tartare with smoked salmon, smoked salmon,avocado tartar,0,,,,,starter,1,salmon,avocado,wasabi
273,Boissons chaudes,Thé infusion / tisane,hot drinks,infusion tea / herbal tea, herbal tea,tea infusion,1,non-alcoholic beverages,0,tea,0,hot beverages,1,,,
274,Boissons chaudes,Thé maison,hot drinks,Tea house,,house tea,1,non-alcoholic beverages,0,tea,0,hot beverages,1,,,
275,Desserts,Tiramisu vénitien,desserts,Venetian Tiramisu,,venetian tiramisu,0,dessert,0,tiramisu,0,dessert,0,,,
276,Café gourmand,Un Cfe accompagne de trois savoureux cupcake,Gourmet coffee,A Cfe accompanied by three tasty cupcake, three tasty cupcake,coffee,0,non-alcoholic beverages,0,coffee,0,hot beverages,1,,,
277,Plats,Ailes de poulet,dishes,chicken wings,,chicken wings,0,Italian,0,chicken dish,0,starter,1,chicken,black pepper,oregano
278,Burgers,American burger 200g,Burgers,american burger 200g, 2 0 0 g,american burger,0,american,0,american dish,1,fast food,1,black pepper,ground beef,worcestershire sauce
279,Plats,Bâtonnets de poulet croustillants,dishes,crispy chicken fingers,,chicken fingers,1,italian,0,chicken dish,0,,,chicken,coleslaw,chicken tenders
280,Plats,Cacciatore poulet,dishes,Hunter poulet,,hunter poulet,0,italian,0,other italian dish,1,,,oregano,egg yolks,garlic powder
281,Burgers,Cheese burger,Burgers,cheese burger,,burger cheese,0,american,0,american dish,1,fast food,1,cheese,cajun seasoning,cheddar cheese
282,Burgers,Cheese burger sauce gruyère,Burgers,Cheese burger cheese sauce,,cheese burger,1,american,0,american dish,1,fast food,1,cheese,breadcrumbs,mayonnaise
283,Burgers,Cheese burger sauce roquefort,Burgers,roquefort cheese burger sauce,,cheese burger,1,american,0,american dish,1,fast food,1,cheese,breadcrumbs,mayonnaise
284,Burgers,Cheese oriental,Burgers,Eastern cheese,,cheese burger,1,american,0,american dish,1,fast food,1,cheese,breadcrumbs,mayonnaise
285,Burgers,Chicken burger,Burgers,Chicken burger,,burger chicken,0,american,0,american dish,1,fast food,1,chicken,coriander,cardamom
286,Burgers,Chicken burger et œuf ,Burgers,chicken and egg burger,,burger chicken,1,american,0,american dish,1,fast food,1,chicken,egg,coriander
287,Plats,Club sandwich,dishes,club sandwich,,club sandwich,0,american,0,american dish,0,fast food,1,turkey,lettuce,mayonnaise
288,Boissons,Coca,beverages,coca,,cocacola,1,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
289,Crêpes salées,Crêpe 3 fromages,savory crepes,3 cheese crepe,3,cheese crepe,1,dessert,0,colombian dessert,0,dessert,0,,,
290,Desserts,Crêpe confiture,desserts,crepe jam,,crepe jam,0,dessert,0,colombian dessert,0,dessert,0,,,
291,Crêpes salées,Crêpe fruits de mer,savory crepes,Crepe Seafood,,seafood crepe,1,dessert,0,colombian dessert,0,dessert,0,,,
292,Desserts,Crêpe miel,desserts,Honey pancake,,pancakes honey,0,american,0,american dish,0,,,buttermilk,cinnamon,egg whites
293,Desserts,Crêpe Nutella,desserts,Crepe Nutella,,nutella,1,dessert,0,colombian dessert,0,dessert,0,,,
294,Crêpes salées,Crêpe poulet champignon,savory crepes,Chicken mushroom crepe,,chicken mushroom crepe,0,dessert,0,colombian dessert,0,dessert,0,,,
295,Crêpes salées,Crêpe viande champignon,savory crepes,mushroom crepe meat,,crepe meat,0,dessert,0,colombian dessert,0,dessert,0,,,
296,Plats,Crevettes pannées,dishes,Breaded shrimp,,shrimp breaded,0,italian,0,seafood dish,0,,,shrimp,cayenne,garlic powder
297,Plats,Dinde aux agrumes et aux câpres,dishes,turkey with citrus and capers,,turkey,1,italian,0,other italian dish,1,,,chicken broth,black pepper,turkey
298,Plats,Émincé de volaille au curry,dishes,Minced chicken curry,,chicken curry,1,italian,0,chicken dish,0,main course,1,chicken,coconut milk,curry paste
299,Plats,Escalope milanaise,dishes,cutlet Milanese,,cutlet milanese,0,italian,0,other italian dish,1,,,bread crumbs,pork chops,black pepper
300,Boissons,Fanta,beverages,fanta,,fanta,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
301,Desserts,Fondant au chocolat,desserts,chocolate fondant,,chocolate fondant,0,dessert,0,dessert,0,dessert,0,,,
302,Burgers,Frites,Burgers,french fries,,french fries,0,american,0,burger,0,fast food,1,paprika,potato,
303,Gratins,Gratin fruits de mer,gratins,Seafood Gratin,,seafood gratin,0,italian,0,seafood dish,0,starter,1,seafood,black pepper,carrot
304,Gratins,Gratin poulet champignon,gratins,Chicken mushroom gratin,,chicken gratin,1,italian,0,chicken dish,0,,,chicken,mushroom,black pepper
305,Gratins,Gratin viande champignon,gratins,mushroom gratin meat,,mushroom gratin,0,italian,0,other italian dish,1,,,meat,mushroom,
306,Burgers,Hamburger classic,Burgers,classic burger,,classic burger,0,american,0,american dish,1,fast food,1,onions,bread crumbs,worcestershire sauce
307,Boissons,Jus pressé orange,beverages,Squeezed orange juice,,orange juice,1,non-alcoholic beverages,0,juice,0,cold beverages,1,orange,orange juice,black pepper
308,Pasta,Lasagnes aux légumes,pasta,lasagna with vegetables,,vegetables lasagna,0,italian,0,pasta,0,,,pasta,vegetable,pumpkin puree
309,Boissons,Milkshake banane,beverages,banana milkshake,,banana milkshake,0,non-alcoholic beverages,0,milkshake,0,cold beverages,1,,,
310,Boissons,Milkshake chocolat,beverages,chocolate milkshake,,chocolate milkshake,0,non-alcoholic beverages,0,milkshake,0,cold beverages,1,,,
311,Boissons,Mojito,beverages,mojito,,mojito,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
312,Desserts,Mousse au chocolat,desserts,chocolate mousse,,chocolate mousse,0,dessert,0,dessert,0,dessert,0,,,
313,Desserts,Mousse au chocolat et fruits,desserts,chocolate mousse and fruit,,chocolate mousse,1,dessert,0,dessert,0,dessert,0,,,
314,Boissons,Ngaous,beverages,ngaous,,ngaous,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
315,Plats,Paupiette de poisson sauce curry,dishes,Paupiette fish curry sauce,,curry sauce,1,Indian,0,other Indian dish,1,main course,1,fish,curry sauce,ketchup
316,Plats,Pilons de poulet pannés au biscuit,dishes,Breaded chicken drumsticks biscuit,,breaded chicken,1,italian,0,chicken dish,0,,,chicken,biscuit,basil
317,Pizzas,Pizza 4 saisons,Pizzas,Pizza 4 seasons,4,seasons pizza,0,italian,0,pizza,0,main course,1,pizza dough,tomato sauce,prosciutto
318,Pizzas,Pizza au poulet,Pizzas,Chicken Pizza,,pizza chicken,0,italian,0,pizza,0,main course,1,chicken,bay leaf,celery
319,Pizzas,Pizza au saumon,Pizzas,salmon pizza,,pizza salmon,0,italian,0,pizza,0,main course,1,salmon,cucumber,lemon juice
320,Pizzas,Pizza au thon,Pizzas,Pizza with tuna,,pizza tuna,0,italian,0,pizza,0,main course,1,tuna,basil,mozzarella cheese
321,Pizzas,Pizza aux aubergines,Pizzas,Pizza with eggplant,,pizza eggplant,0,italian,0,pizza,0,main course,1,eggplant,chevre cheese,feta cheese
322,Pizzas,Pizza aux fruits de mer,Pizzas,pizza with seafood,,seafood pizza,0,italian,0,pizza,0,main course,1,seafood,alfredo sauce,crab meat
323,Pizzas,Pizza poulet fumé,Pizzas,smoked chicken pizza,,pizza smoked chicken,0,italian,0,pizza,0,main course,1,chicken,garlic powder,sprite
324,Pizzas,Pizza végétarienne,Pizzas,vegetarian pizza,,pizza vegetarian,0,italian,0,pizza,0,main course,1,feta cheese,spinach,kalamata olive
325,Pizzas,Pizza viande fumée,Pizzas,smoked meat pizza,,meat pizza,1,italian,0,pizza,0,main course,1,meat,chili sauce,crab meat
326,Plats,Poulet à l'orange,dishes,orange chicken,,orange chicken,0,italian,0,chicken dish,0,,,chicken,orange,apple juice
327,Plats,Poulet russe,dishes,Russian chicken,,russian chicken,0,italian,0,chicken dish,0,,,chicken,apricot jam,salad dressing
328,Boissons,Redbull,beverages,redbull,,redbull,0,non-alcoholic beverages,0,other beverages,1,cold beverages,1,,,
329,Entrées,Salade blé thon,entries,Tuna salad wheat,,tuna salad,1,italian,0,salad,1,salad,1,tuna,cheddar cheese,cucumber
330,Entrées,Salade camenbert,entries,camembert salad,,salad,1,italian,0,salad,1,salad,1,black pepper,salad greens,
331,Entrées,Salade club sandwich au saumon,entries,Salad salmon club sandwich,,sandwich salmon,1,american,0,salad,1,salad,1,salmon,cream cheese,black pepper
332,Entrées,Salade crabe et pomme,entries,crab salad and apple,,crab salad,1,italian,0,salad,1,salad,1,crab,apple,avocado
333,Entrées,Salade crevettes sauce carpaccio,entries,shrimp carpaccio salad dressing,,salad shrimp,1,italian,0,salad,1,salad,1,shrimp,celery,cocktail sauce
